"bracnh4$EVENT_DTTM","count","Year","Month","Day","Hour"
"2015 06 03 18",15,"2015"," 06"," 03"," 18"
"2015 06 03 19",7,"2015"," 06"," 03"," 19"
"2015 06 04 08",10,"2015"," 06"," 04"," 08"
"2015 06 04 09",9,"2015"," 06"," 04"," 09"
"2015 06 04 10",6,"2015"," 06"," 04"," 10"
"2015 06 04 11",20,"2015"," 06"," 04"," 11"
"2015 06 04 12",12,"2015"," 06"," 04"," 12"
"2015 06 04 13",28,"2015"," 06"," 04"," 13"
"2015 06 04 14",6,"2015"," 06"," 04"," 14"
"2015 06 04 15",8,"2015"," 06"," 04"," 15"
"2015 06 04 16",16,"2015"," 06"," 04"," 16"
"2015 06 04 17",15,"2015"," 06"," 04"," 17"
"2015 06 04 18",16,"2015"," 06"," 04"," 18"
"2015 06 04 19",2,"2015"," 06"," 04"," 19"
"2015 06 05 08",3,"2015"," 06"," 05"," 08"
"2015 06 05 09",14,"2015"," 06"," 05"," 09"
"2015 06 05 10",16,"2015"," 06"," 05"," 10"
"2015 06 05 11",17,"2015"," 06"," 05"," 11"
"2015 06 05 12",6,"2015"," 06"," 05"," 12"
"2015 06 05 13",17,"2015"," 06"," 05"," 13"
"2015 06 05 14",22,"2015"," 06"," 05"," 14"
"2015 06 05 15",14,"2015"," 06"," 05"," 15"
"2015 06 05 16",20,"2015"," 06"," 05"," 16"
"2015 06 05 17",12,"2015"," 06"," 05"," 17"
"2015 06 05 18",25,"2015"," 06"," 05"," 18"
"2015 06 05 19",1,"2015"," 06"," 05"," 19"
"2015 06 06 09",3,"2015"," 06"," 06"," 09"
"2015 06 06 10",12,"2015"," 06"," 06"," 10"
"2015 06 06 11",8,"2015"," 06"," 06"," 11"
"2015 06 06 12",10,"2015"," 06"," 06"," 12"
"2015 06 06 13",15,"2015"," 06"," 06"," 13"
"2015 06 08 08",2,"2015"," 06"," 08"," 08"
"2015 06 08 09",15,"2015"," 06"," 08"," 09"
"2015 06 08 10",16,"2015"," 06"," 08"," 10"
"2015 06 08 11",24,"2015"," 06"," 08"," 11"
"2015 06 08 12",22,"2015"," 06"," 08"," 12"
"2015 06 08 13",13,"2015"," 06"," 08"," 13"
"2015 06 08 14",22,"2015"," 06"," 08"," 14"
"2015 06 08 15",3,"2015"," 06"," 08"," 15"
"2015 06 08 16",17,"2015"," 06"," 08"," 16"
"2015 06 08 17",11,"2015"," 06"," 08"," 17"
"2015 06 08 18",17,"2015"," 06"," 08"," 18"
"2015 06 08 19",6,"2015"," 06"," 08"," 19"
"2015 06 09 08",3,"2015"," 06"," 09"," 08"
"2015 06 09 09",6,"2015"," 06"," 09"," 09"
"2015 06 09 10",8,"2015"," 06"," 09"," 10"
"2015 06 09 11",25,"2015"," 06"," 09"," 11"
"2015 06 09 12",9,"2015"," 06"," 09"," 12"
"2015 06 09 13",23,"2015"," 06"," 09"," 13"
"2015 06 09 14",24,"2015"," 06"," 09"," 14"
"2015 06 09 15",10,"2015"," 06"," 09"," 15"
"2015 06 09 16",23,"2015"," 06"," 09"," 16"
"2015 06 09 17",11,"2015"," 06"," 09"," 17"
"2015 06 09 18",10,"2015"," 06"," 09"," 18"
"2015 06 09 19",6,"2015"," 06"," 09"," 19"
"2015 06 10 09",14,"2015"," 06"," 10"," 09"
"2015 06 10 10",9,"2015"," 06"," 10"," 10"
"2015 06 10 11",13,"2015"," 06"," 10"," 11"
"2015 06 10 12",14,"2015"," 06"," 10"," 12"
"2015 06 10 13",9,"2015"," 06"," 10"," 13"
"2015 06 10 14",16,"2015"," 06"," 10"," 14"
"2015 06 10 15",14,"2015"," 06"," 10"," 15"
"2015 06 10 16",23,"2015"," 06"," 10"," 16"
"2015 06 10 17",25,"2015"," 06"," 10"," 17"
"2015 06 10 18",4,"2015"," 06"," 10"," 18"
"2015 06 11 08",5,"2015"," 06"," 11"," 08"
"2015 06 11 09",6,"2015"," 06"," 11"," 09"
"2015 06 11 10",27,"2015"," 06"," 11"," 10"
"2015 06 11 11",18,"2015"," 06"," 11"," 11"
"2015 06 11 12",24,"2015"," 06"," 11"," 12"
"2015 06 11 13",11,"2015"," 06"," 11"," 13"
"2015 06 11 14",24,"2015"," 06"," 11"," 14"
"2015 06 11 15",8,"2015"," 06"," 11"," 15"
"2015 06 11 16",19,"2015"," 06"," 11"," 16"
"2015 06 11 17",19,"2015"," 06"," 11"," 17"
"2015 06 11 18",18,"2015"," 06"," 11"," 18"
"2015 06 13 09",6,"2015"," 06"," 13"," 09"
"2015 06 13 10",8,"2015"," 06"," 13"," 10"
"2015 06 13 11",19,"2015"," 06"," 13"," 11"
"2015 06 13 12",9,"2015"," 06"," 13"," 12"
"2015 06 13 13",9,"2015"," 06"," 13"," 13"
"2015 06 15 08",4,"2015"," 06"," 15"," 08"
"2015 06 15 09",9,"2015"," 06"," 15"," 09"
"2015 06 15 10",10,"2015"," 06"," 15"," 10"
"2015 06 15 11",9,"2015"," 06"," 15"," 11"
"2015 06 15 12",25,"2015"," 06"," 15"," 12"
"2015 06 15 13",14,"2015"," 06"," 15"," 13"
"2015 06 15 14",20,"2015"," 06"," 15"," 14"
"2015 06 15 15",8,"2015"," 06"," 15"," 15"
"2015 06 15 16",14,"2015"," 06"," 15"," 16"
"2015 06 15 17",3,"2015"," 06"," 15"," 17"
"2015 06 15 18",9,"2015"," 06"," 15"," 18"
"2015 06 15 19",3,"2015"," 06"," 15"," 19"
"2015 06 16 08",3,"2015"," 06"," 16"," 08"
"2015 06 16 09",24,"2015"," 06"," 16"," 09"
"2015 06 16 10",20,"2015"," 06"," 16"," 10"
"2015 06 16 11",15,"2015"," 06"," 16"," 11"
"2015 06 16 12",9,"2015"," 06"," 16"," 12"
"2015 06 16 13",14,"2015"," 06"," 16"," 13"
"2015 06 16 14",12,"2015"," 06"," 16"," 14"
"2015 06 16 15",7,"2015"," 06"," 16"," 15"
"2015 06 16 16",10,"2015"," 06"," 16"," 16"
"2015 06 16 17",6,"2015"," 06"," 16"," 17"
"2015 06 16 18",12,"2015"," 06"," 16"," 18"
"2015 06 16 19",15,"2015"," 06"," 16"," 19"
"2015 06 17 09",9,"2015"," 06"," 17"," 09"
"2015 06 17 10",9,"2015"," 06"," 17"," 10"
"2015 06 17 11",7,"2015"," 06"," 17"," 11"
"2015 06 17 12",4,"2015"," 06"," 17"," 12"
"2015 06 17 13",14,"2015"," 06"," 17"," 13"
"2015 06 17 14",18,"2015"," 06"," 17"," 14"
"2015 06 17 15",12,"2015"," 06"," 17"," 15"
"2015 06 17 16",13,"2015"," 06"," 17"," 16"
"2015 06 17 17",3,"2015"," 06"," 17"," 17"
"2015 06 17 18",9,"2015"," 06"," 17"," 18"
"2015 06 17 19",6,"2015"," 06"," 17"," 19"
"2015 06 18 09",9,"2015"," 06"," 18"," 09"
"2015 06 18 10",17,"2015"," 06"," 18"," 10"
"2015 06 18 11",24,"2015"," 06"," 18"," 11"
"2015 06 18 12",16,"2015"," 06"," 18"," 12"
"2015 06 18 13",16,"2015"," 06"," 18"," 13"
"2015 06 18 14",19,"2015"," 06"," 18"," 14"
"2015 06 18 15",4,"2015"," 06"," 18"," 15"
"2015 06 18 16",11,"2015"," 06"," 18"," 16"
"2015 06 18 17",24,"2015"," 06"," 18"," 17"
"2015 06 18 18",12,"2015"," 06"," 18"," 18"
"2015 06 18 19",3,"2015"," 06"," 18"," 19"
"2015 06 19 08",2,"2015"," 06"," 19"," 08"
"2015 06 19 09",6,"2015"," 06"," 19"," 09"
"2015 06 19 10",13,"2015"," 06"," 19"," 10"
"2015 06 19 11",12,"2015"," 06"," 19"," 11"
"2015 06 19 12",12,"2015"," 06"," 19"," 12"
"2015 06 19 13",16,"2015"," 06"," 19"," 13"
"2015 06 19 14",25,"2015"," 06"," 19"," 14"
"2015 06 19 15",10,"2015"," 06"," 19"," 15"
"2015 06 19 16",14,"2015"," 06"," 19"," 16"
"2015 06 19 17",10,"2015"," 06"," 19"," 17"
"2015 06 19 18",3,"2015"," 06"," 19"," 18"
"2015 06 19 19",1,"2015"," 06"," 19"," 19"
"2015 06 20 09",8,"2015"," 06"," 20"," 09"
"2015 06 20 10",14,"2015"," 06"," 20"," 10"
"2015 06 20 11",18,"2015"," 06"," 20"," 11"
"2015 06 20 12",21,"2015"," 06"," 20"," 12"
"2015 06 20 13",6,"2015"," 06"," 20"," 13"
"2015 06 22 08",8,"2015"," 06"," 22"," 08"
"2015 06 22 09",22,"2015"," 06"," 22"," 09"
"2015 06 22 10",21,"2015"," 06"," 22"," 10"
"2015 06 22 11",9,"2015"," 06"," 22"," 11"
"2015 06 22 12",15,"2015"," 06"," 22"," 12"
"2015 06 22 13",16,"2015"," 06"," 22"," 13"
"2015 06 22 14",9,"2015"," 06"," 22"," 14"
"2015 06 22 15",22,"2015"," 06"," 22"," 15"
"2015 06 22 16",7,"2015"," 06"," 22"," 16"
"2015 06 22 17",16,"2015"," 06"," 22"," 17"
"2015 06 22 18",25,"2015"," 06"," 22"," 18"
"2015 06 22 19",17,"2015"," 06"," 22"," 19"
"2015 06 23 09",13,"2015"," 06"," 23"," 09"
"2015 06 23 10",7,"2015"," 06"," 23"," 10"
"2015 06 23 11",11,"2015"," 06"," 23"," 11"
"2015 06 23 12",18,"2015"," 06"," 23"," 12"
"2015 06 23 13",12,"2015"," 06"," 23"," 13"
"2015 06 23 14",12,"2015"," 06"," 23"," 14"
"2015 06 23 15",1,"2015"," 06"," 23"," 15"
"2015 06 23 16",12,"2015"," 06"," 23"," 16"
"2015 06 23 17",17,"2015"," 06"," 23"," 17"
"2015 06 23 18",8,"2015"," 06"," 23"," 18"
"2015 06 23 19",6,"2015"," 06"," 23"," 19"
"2015 06 24 09",9,"2015"," 06"," 24"," 09"
"2015 06 24 10",25,"2015"," 06"," 24"," 10"
"2015 06 24 11",23,"2015"," 06"," 24"," 11"
"2015 06 24 12",25,"2015"," 06"," 24"," 12"
"2015 06 24 13",16,"2015"," 06"," 24"," 13"
"2015 06 24 14",18,"2015"," 06"," 24"," 14"
"2015 06 24 15",17,"2015"," 06"," 24"," 15"
"2015 06 24 16",13,"2015"," 06"," 24"," 16"
"2015 06 24 17",12,"2015"," 06"," 24"," 17"
"2015 06 25 08",5,"2015"," 06"," 25"," 08"
"2015 06 25 09",2,"2015"," 06"," 25"," 09"
"2015 06 25 10",8,"2015"," 06"," 25"," 10"
"2015 06 25 11",26,"2015"," 06"," 25"," 11"
"2015 06 25 12",17,"2015"," 06"," 25"," 12"
"2015 06 25 13",15,"2015"," 06"," 25"," 13"
"2015 06 25 14",5,"2015"," 06"," 25"," 14"
"2015 06 25 15",7,"2015"," 06"," 25"," 15"
"2015 06 25 16",6,"2015"," 06"," 25"," 16"
"2015 06 25 17",12,"2015"," 06"," 25"," 17"
"2015 06 25 18",7,"2015"," 06"," 25"," 18"
"2015 06 25 19",1,"2015"," 06"," 25"," 19"
"2015 06 26 08",15,"2015"," 06"," 26"," 08"
"2015 06 26 09",11,"2015"," 06"," 26"," 09"
"2015 06 26 10",13,"2015"," 06"," 26"," 10"
"2015 06 26 11",18,"2015"," 06"," 26"," 11"
"2015 06 26 12",13,"2015"," 06"," 26"," 12"
"2015 06 26 13",9,"2015"," 06"," 26"," 13"
"2015 06 26 14",21,"2015"," 06"," 26"," 14"
"2015 06 26 15",9,"2015"," 06"," 26"," 15"
"2015 06 26 16",7,"2015"," 06"," 26"," 16"
"2015 06 26 17",14,"2015"," 06"," 26"," 17"
"2015 06 26 18",6,"2015"," 06"," 26"," 18"
"2015 06 26 19",3,"2015"," 06"," 26"," 19"
"2015 06 27 10",9,"2015"," 06"," 27"," 10"
"2015 06 27 11",10,"2015"," 06"," 27"," 11"
"2015 06 27 12",18,"2015"," 06"," 27"," 12"
"2015 06 27 13",13,"2015"," 06"," 27"," 13"
"2015 06 27 14",3,"2015"," 06"," 27"," 14"
"2015 06 29 09",2,"2015"," 06"," 29"," 09"
"2015 06 29 10",13,"2015"," 06"," 29"," 10"
"2015 06 29 11",9,"2015"," 06"," 29"," 11"
"2015 06 29 12",8,"2015"," 06"," 29"," 12"
"2015 06 29 13",15,"2015"," 06"," 29"," 13"
"2015 06 29 14",22,"2015"," 06"," 29"," 14"
"2015 06 29 15",13,"2015"," 06"," 29"," 15"
"2015 06 29 16",14,"2015"," 06"," 29"," 16"
"2015 06 29 17",9,"2015"," 06"," 29"," 17"
"2015 06 29 18",21,"2015"," 06"," 29"," 18"
"2015 06 29 19",3,"2015"," 06"," 29"," 19"
"2015 06 30 08",5,"2015"," 06"," 30"," 08"
"2015 06 30 09",10,"2015"," 06"," 30"," 09"
"2015 06 30 10",9,"2015"," 06"," 30"," 10"
"2015 06 30 11",23,"2015"," 06"," 30"," 11"
"2015 06 30 12",7,"2015"," 06"," 30"," 12"
"2015 06 30 13",27,"2015"," 06"," 30"," 13"
"2015 06 30 14",27,"2015"," 06"," 30"," 14"
"2015 06 30 15",12,"2015"," 06"," 30"," 15"
"2015 06 30 16",7,"2015"," 06"," 30"," 16"
"2015 06 30 17",20,"2015"," 06"," 30"," 17"
"2015 06 30 18",22,"2015"," 06"," 30"," 18"
"2015 06 30 19",3,"2015"," 06"," 30"," 19"
"2015 07 01 09",9,"2015"," 07"," 01"," 09"
"2015 07 01 10",12,"2015"," 07"," 01"," 10"
"2015 07 01 11",6,"2015"," 07"," 01"," 11"
"2015 07 01 16",3,"2015"," 07"," 01"," 16"
"2015 07 01 17",11,"2015"," 07"," 01"," 17"
"2015 07 01 18",19,"2015"," 07"," 01"," 18"
"2015 07 01 19",3,"2015"," 07"," 01"," 19"
"2015 07 02 08",3,"2015"," 07"," 02"," 08"
"2015 07 02 09",11,"2015"," 07"," 02"," 09"
"2015 07 02 10",21,"2015"," 07"," 02"," 10"
"2015 07 02 11",10,"2015"," 07"," 02"," 11"
"2015 07 02 12",20,"2015"," 07"," 02"," 12"
"2015 07 02 13",12,"2015"," 07"," 02"," 13"
"2015 07 02 14",19,"2015"," 07"," 02"," 14"
"2015 07 02 15",17,"2015"," 07"," 02"," 15"
"2015 07 02 16",18,"2015"," 07"," 02"," 16"
"2015 07 02 17",7,"2015"," 07"," 02"," 17"
"2015 07 02 18",8,"2015"," 07"," 02"," 18"
"2015 07 02 19",1,"2015"," 07"," 02"," 19"
"2015 07 03 09",12,"2015"," 07"," 03"," 09"
"2015 07 03 10",6,"2015"," 07"," 03"," 10"
"2015 07 03 11",8,"2015"," 07"," 03"," 11"
"2015 07 03 12",19,"2015"," 07"," 03"," 12"
"2015 07 03 13",6,"2015"," 07"," 03"," 13"
"2015 07 03 14",8,"2015"," 07"," 03"," 14"
"2015 07 03 15",11,"2015"," 07"," 03"," 15"
"2015 07 03 16",11,"2015"," 07"," 03"," 16"
"2015 07 03 17",4,"2015"," 07"," 03"," 17"
"2015 07 03 18",9,"2015"," 07"," 03"," 18"
"2015 07 04 10",2,"2015"," 07"," 04"," 10"
"2015 07 04 11",9,"2015"," 07"," 04"," 11"
"2015 07 04 12",1,"2015"," 07"," 04"," 12"
"2015 07 04 13",3,"2015"," 07"," 04"," 13"
"2015 07 06 08",1,"2015"," 07"," 06"," 08"
"2015 07 06 09",13,"2015"," 07"," 06"," 09"
"2015 07 06 10",11,"2015"," 07"," 06"," 10"
"2015 07 06 11",26,"2015"," 07"," 06"," 11"
"2015 07 06 12",5,"2015"," 07"," 06"," 12"
"2015 07 06 13",11,"2015"," 07"," 06"," 13"
"2015 07 06 14",12,"2015"," 07"," 06"," 14"
"2015 07 06 15",18,"2015"," 07"," 06"," 15"
"2015 07 06 16",6,"2015"," 07"," 06"," 16"
"2015 07 06 17",16,"2015"," 07"," 06"," 17"
"2015 07 06 18",21,"2015"," 07"," 06"," 18"
"2015 07 06 19",7,"2015"," 07"," 06"," 19"
"2015 07 07 08",6,"2015"," 07"," 07"," 08"
"2015 07 07 09",8,"2015"," 07"," 07"," 09"
"2015 07 07 10",3,"2015"," 07"," 07"," 10"
"2015 07 07 16",14,"2015"," 07"," 07"," 16"
"2015 07 07 17",4,"2015"," 07"," 07"," 17"
"2015 07 07 18",12,"2015"," 07"," 07"," 18"
"2015 07 07 19",3,"2015"," 07"," 07"," 19"
"2015 07 08 09",9,"2015"," 07"," 08"," 09"
"2015 07 08 10",10,"2015"," 07"," 08"," 10"
"2015 07 08 11",24,"2015"," 07"," 08"," 11"
"2015 07 08 12",9,"2015"," 07"," 08"," 12"
"2015 07 08 13",17,"2015"," 07"," 08"," 13"
"2015 07 08 14",10,"2015"," 07"," 08"," 14"
"2015 07 08 15",18,"2015"," 07"," 08"," 15"
"2015 07 08 16",20,"2015"," 07"," 08"," 16"
"2015 07 08 17",10,"2015"," 07"," 08"," 17"
"2015 07 08 18",6,"2015"," 07"," 08"," 18"
"2015 07 08 19",6,"2015"," 07"," 08"," 19"
"2015 07 09 08",6,"2015"," 07"," 09"," 08"
"2015 07 09 09",2,"2015"," 07"," 09"," 09"
"2015 07 09 10",2,"2015"," 07"," 09"," 10"
"2015 07 09 11",10,"2015"," 07"," 09"," 11"
"2015 07 09 12",7,"2015"," 07"," 09"," 12"
"2015 07 09 13",10,"2015"," 07"," 09"," 13"
"2015 07 09 14",8,"2015"," 07"," 09"," 14"
"2015 07 09 15",9,"2015"," 07"," 09"," 15"
"2015 07 09 16",9,"2015"," 07"," 09"," 16"
"2015 07 09 17",8,"2015"," 07"," 09"," 17"
"2015 07 09 18",26,"2015"," 07"," 09"," 18"
"2015 07 09 19",8,"2015"," 07"," 09"," 19"
"2015 07 10 08",2,"2015"," 07"," 10"," 08"
"2015 07 10 09",26,"2015"," 07"," 10"," 09"
"2015 07 10 10",11,"2015"," 07"," 10"," 10"
"2015 07 10 11",3,"2015"," 07"," 10"," 11"
"2015 07 10 12",14,"2015"," 07"," 10"," 12"
"2015 07 10 13",14,"2015"," 07"," 10"," 13"
"2015 07 10 14",6,"2015"," 07"," 10"," 14"
"2015 07 10 15",17,"2015"," 07"," 10"," 15"
"2015 07 10 16",19,"2015"," 07"," 10"," 16"
"2015 07 10 17",12,"2015"," 07"," 10"," 17"
"2015 07 10 18",8,"2015"," 07"," 10"," 18"
"2015 07 11 09",6,"2015"," 07"," 11"," 09"
"2015 07 11 10",12,"2015"," 07"," 11"," 10"
"2015 07 11 11",3,"2015"," 07"," 11"," 11"
"2015 07 11 12",9,"2015"," 07"," 11"," 12"
"2015 07 11 13",9,"2015"," 07"," 11"," 13"
"2015 07 11 14",1,"2015"," 07"," 11"," 14"
"2015 07 13 08",4,"2015"," 07"," 13"," 08"
"2015 07 13 09",8,"2015"," 07"," 13"," 09"
"2015 07 13 10",9,"2015"," 07"," 13"," 10"
"2015 07 13 11",22,"2015"," 07"," 13"," 11"
"2015 07 13 12",20,"2015"," 07"," 13"," 12"
"2015 07 13 13",12,"2015"," 07"," 13"," 13"
"2015 07 13 14",10,"2015"," 07"," 13"," 14"
"2015 07 13 15",11,"2015"," 07"," 13"," 15"
"2015 07 13 16",15,"2015"," 07"," 13"," 16"
"2015 07 13 17",4,"2015"," 07"," 13"," 17"
"2015 07 13 18",5,"2015"," 07"," 13"," 18"
"2015 07 13 19",18,"2015"," 07"," 13"," 19"
"2015 07 14 10",3,"2015"," 07"," 14"," 10"
"2015 07 14 11",9,"2015"," 07"," 14"," 11"
"2015 07 14 12",9,"2015"," 07"," 14"," 12"
"2015 07 14 13",14,"2015"," 07"," 14"," 13"
"2015 07 14 14",23,"2015"," 07"," 14"," 14"
"2015 07 14 15",10,"2015"," 07"," 14"," 15"
"2015 07 14 16",9,"2015"," 07"," 14"," 16"
"2015 07 14 17",8,"2015"," 07"," 14"," 17"
"2015 07 14 18",9,"2015"," 07"," 14"," 18"
"2015 07 14 19",8,"2015"," 07"," 14"," 19"
"2015 07 15 08",3,"2015"," 07"," 15"," 08"
"2015 07 15 09",6,"2015"," 07"," 15"," 09"
"2015 07 15 10",10,"2015"," 07"," 15"," 10"
"2015 07 15 11",10,"2015"," 07"," 15"," 11"
"2015 07 15 12",13,"2015"," 07"," 15"," 12"
"2015 07 15 13",8,"2015"," 07"," 15"," 13"
"2015 07 15 14",16,"2015"," 07"," 15"," 14"
"2015 07 15 15",26,"2015"," 07"," 15"," 15"
"2015 07 15 16",17,"2015"," 07"," 15"," 16"
"2015 07 15 17",22,"2015"," 07"," 15"," 17"
"2015 07 15 18",10,"2015"," 07"," 15"," 18"
"2015 07 15 19",9,"2015"," 07"," 15"," 19"
"2015 07 16 08",5,"2015"," 07"," 16"," 08"
"2015 07 16 09",13,"2015"," 07"," 16"," 09"
"2015 07 16 10",20,"2015"," 07"," 16"," 10"
"2015 07 16 11",11,"2015"," 07"," 16"," 11"
"2015 07 16 12",7,"2015"," 07"," 16"," 12"
"2015 07 16 13",11,"2015"," 07"," 16"," 13"
"2015 07 16 14",5,"2015"," 07"," 16"," 14"
"2015 07 16 15",16,"2015"," 07"," 16"," 15"
"2015 07 16 16",6,"2015"," 07"," 16"," 16"
"2015 07 16 17",10,"2015"," 07"," 16"," 17"
"2015 07 16 18",7,"2015"," 07"," 16"," 18"
"2015 07 16 19",14,"2015"," 07"," 16"," 19"
"2015 07 17 08",3,"2015"," 07"," 17"," 08"
"2015 07 17 09",10,"2015"," 07"," 17"," 09"
"2015 07 17 10",10,"2015"," 07"," 17"," 10"
"2015 07 17 11",10,"2015"," 07"," 17"," 11"
"2015 07 17 12",16,"2015"," 07"," 17"," 12"
"2015 07 17 13",22,"2015"," 07"," 17"," 13"
"2015 07 17 14",6,"2015"," 07"," 17"," 14"
"2015 07 17 15",19,"2015"," 07"," 17"," 15"
"2015 07 17 16",1,"2015"," 07"," 17"," 16"
"2015 07 17 17",5,"2015"," 07"," 17"," 17"
"2015 07 17 18",18,"2015"," 07"," 17"," 18"
"2015 07 17 19",7,"2015"," 07"," 17"," 19"
"2015 07 18 10",5,"2015"," 07"," 18"," 10"
"2015 07 18 11",6,"2015"," 07"," 18"," 11"
"2015 07 18 12",8,"2015"," 07"," 18"," 12"
"2015 07 18 13",16,"2015"," 07"," 18"," 13"
"2015 07 20 08",1,"2015"," 07"," 20"," 08"
"2015 07 20 09",10,"2015"," 07"," 20"," 09"
"2015 07 20 10",13,"2015"," 07"," 20"," 10"
"2015 07 20 11",13,"2015"," 07"," 20"," 11"
"2015 07 20 12",15,"2015"," 07"," 20"," 12"
"2015 07 20 13",6,"2015"," 07"," 20"," 13"
"2015 07 20 14",43,"2015"," 07"," 20"," 14"
"2015 07 20 15",9,"2015"," 07"," 20"," 15"
"2015 07 21 08",6,"2015"," 07"," 21"," 08"
"2015 07 21 09",15,"2015"," 07"," 21"," 09"
"2015 07 21 10",6,"2015"," 07"," 21"," 10"
"2015 07 21 11",15,"2015"," 07"," 21"," 11"
"2015 07 21 12",7,"2015"," 07"," 21"," 12"
"2015 07 21 13",4,"2015"," 07"," 21"," 13"
"2015 07 21 14",5,"2015"," 07"," 21"," 14"
"2015 07 21 15",18,"2015"," 07"," 21"," 15"
"2015 07 22 08",1,"2015"," 07"," 22"," 08"
"2015 07 22 09",13,"2015"," 07"," 22"," 09"
"2015 07 22 10",13,"2015"," 07"," 22"," 10"
"2015 07 22 11",15,"2015"," 07"," 22"," 11"
"2015 07 22 12",6,"2015"," 07"," 22"," 12"
"2015 07 22 13",16,"2015"," 07"," 22"," 13"
"2015 07 22 14",12,"2015"," 07"," 22"," 14"
"2015 07 22 15",3,"2015"," 07"," 22"," 15"
"2015 07 22 17",14,"2015"," 07"," 22"," 17"
"2015 07 22 18",8,"2015"," 07"," 22"," 18"
"2015 07 22 19",14,"2015"," 07"," 22"," 19"
"2015 07 23 08",9,"2015"," 07"," 23"," 08"
"2015 07 23 09",14,"2015"," 07"," 23"," 09"
"2015 07 23 10",10,"2015"," 07"," 23"," 10"
"2015 07 23 11",19,"2015"," 07"," 23"," 11"
"2015 07 23 12",20,"2015"," 07"," 23"," 12"
"2015 07 23 13",27,"2015"," 07"," 23"," 13"
"2015 07 23 14",22,"2015"," 07"," 23"," 14"
"2015 07 23 15",11,"2015"," 07"," 23"," 15"
"2015 07 23 16",10,"2015"," 07"," 23"," 16"
"2015 07 23 17",14,"2015"," 07"," 23"," 17"
"2015 07 23 18",24,"2015"," 07"," 23"," 18"
"2015 07 23 19",9,"2015"," 07"," 23"," 19"
"2015 07 24 09",12,"2015"," 07"," 24"," 09"
"2015 07 24 10",5,"2015"," 07"," 24"," 10"
"2015 07 24 11",1,"2015"," 07"," 24"," 11"
"2015 07 24 12",6,"2015"," 07"," 24"," 12"
"2015 07 24 13",17,"2015"," 07"," 24"," 13"
"2015 07 24 14",10,"2015"," 07"," 24"," 14"
"2015 07 24 15",6,"2015"," 07"," 24"," 15"
"2015 07 24 16",14,"2015"," 07"," 24"," 16"
"2015 07 24 17",8,"2015"," 07"," 24"," 17"
"2015 07 24 18",6,"2015"," 07"," 24"," 18"
"2015 07 24 19",12,"2015"," 07"," 24"," 19"
"2015 07 25 09",9,"2015"," 07"," 25"," 09"
"2015 07 25 10",9,"2015"," 07"," 25"," 10"
"2015 07 25 11",15,"2015"," 07"," 25"," 11"
"2015 07 25 12",9,"2015"," 07"," 25"," 12"
"2015 07 25 13",6,"2015"," 07"," 25"," 13"
"2015 07 27 09",9,"2015"," 07"," 27"," 09"
"2015 07 27 12",5,"2015"," 07"," 27"," 12"
"2015 07 27 13",10,"2015"," 07"," 27"," 13"
"2015 07 27 14",9,"2015"," 07"," 27"," 14"
"2015 07 27 15",8,"2015"," 07"," 27"," 15"
"2015 07 27 16",9,"2015"," 07"," 27"," 16"
"2015 07 27 17",10,"2015"," 07"," 27"," 17"
"2015 07 27 18",7,"2015"," 07"," 27"," 18"
"2015 07 27 19",3,"2015"," 07"," 27"," 19"
"2015 07 28 08",2,"2015"," 07"," 28"," 08"
"2015 07 28 09",7,"2015"," 07"," 28"," 09"
"2015 07 28 10",3,"2015"," 07"," 28"," 10"
"2015 07 28 11",15,"2015"," 07"," 28"," 11"
"2015 07 28 12",10,"2015"," 07"," 28"," 12"
"2015 07 28 13",13,"2015"," 07"," 28"," 13"
"2015 07 28 14",13,"2015"," 07"," 28"," 14"
"2015 07 28 15",6,"2015"," 07"," 28"," 15"
"2015 07 28 16",17,"2015"," 07"," 28"," 16"
"2015 07 28 17",13,"2015"," 07"," 28"," 17"
"2015 07 28 18",15,"2015"," 07"," 28"," 18"
"2015 07 29 08",3,"2015"," 07"," 29"," 08"
"2015 07 29 09",18,"2015"," 07"," 29"," 09"
"2015 07 29 10",3,"2015"," 07"," 29"," 10"
"2015 07 29 11",16,"2015"," 07"," 29"," 11"
"2015 07 29 12",17,"2015"," 07"," 29"," 12"
"2015 07 29 13",28,"2015"," 07"," 29"," 13"
"2015 07 29 14",12,"2015"," 07"," 29"," 14"
"2015 07 29 15",23,"2015"," 07"," 29"," 15"
"2015 07 29 16",11,"2015"," 07"," 29"," 16"
"2015 07 29 17",12,"2015"," 07"," 29"," 17"
"2015 07 29 18",18,"2015"," 07"," 29"," 18"
"2015 07 29 19",9,"2015"," 07"," 29"," 19"
"2015 07 30 08",6,"2015"," 07"," 30"," 08"
"2015 07 30 09",9,"2015"," 07"," 30"," 09"
"2015 07 30 10",6,"2015"," 07"," 30"," 10"
"2015 07 30 11",5,"2015"," 07"," 30"," 11"
"2015 07 30 12",7,"2015"," 07"," 30"," 12"
"2015 07 30 13",25,"2015"," 07"," 30"," 13"
"2015 07 30 14",16,"2015"," 07"," 30"," 14"
"2015 07 30 15",20,"2015"," 07"," 30"," 15"
"2015 07 30 16",23,"2015"," 07"," 30"," 16"
"2015 07 30 17",16,"2015"," 07"," 30"," 17"
"2015 07 30 18",12,"2015"," 07"," 30"," 18"
"2015 07 30 19",17,"2015"," 07"," 30"," 19"
